assedicCertInitialStateNum,assedicCertObjectNum,businessUnit,calcMethodIndicator,commitmentIndicator,company,contractReferenceForAed,contractType,costCenter,countryOfCompany,createdBy,createdDateTime,createdOn,defaultOvertimeCompensationVariant,department,division,eeo1JobCategory,eeo4JobCategory,eeo5JobCategory,eeo6JobCategory,eeoClass,electoralCollegeForWorkersRepresentatives,electoralCollegeForWorksCouncil,empRelationship,emplStatus,employeeClass,employeeWorkgroupMembership,employmentType,endDate,event,eventReason,exclExecutiveSector,expectedReturnDate,familyRelationshipWithEmployer,fgtsDate,fgtsOptant,fgtsPercent,flsaStatus,fte,harmfulAgentExposure,hazard,healthRisk,holidayCalendarCode,isCompetitionClauseActive,isFulltimeEmployee,isSideLineJobAllowed,jobCode,jobTitle,laborProtection,lastModifiedBy,lastModifiedDateTime,lastModifiedOn,location,managerId,mandatoryWorkBreakRecord,municipalInseeCode,notes,operation,payGrade,payScaleArea,payScaleGroup,payScaleLevel,payScaleType,pcfm,pensionProtection,permitIndicator,position,positionEntryDate,probationPeriodEndDate,regularTemp,residentVote,retired,seqNumber,sickPaySupplement,standardHours,startDate,teachersPension,timeRecordingAdmissibilityCode,timeRecordingProfileCode,timeRecordingVariant,timeTypeProfileCode,timezone,travelDistance,tupeOrgNumber,userId,workLocation,workerCategory,workingDaysPerWeek,workingTimeDirective,workscheduleCode,wtdHoursLimit
,,BU_0009,,,8001008,,,44130,,,,,,8005111,8003001,,,,,,,,,2003,2041,,,20141130,975,NEW_HIRE,,,,,,,,1,,,,,,,,207,Student Financial Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20140902,,,,,,,,,E101166,LOC29,,,,,
,,BU_0009,,,8001008,,,44130,,,,,,8005052,8003001,,,,,,,,,2003,2041,,,20160831,970,OTH_JOB_CHG,,,,,,,,1,,,,,,,,207,Student Financial Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20141201,,,,,,,,,E101166,LOC30,,,,,
,,BU_0009,,,8001008,,,44085,,,,,,8005052,8003001,,,,,,,,,2003,2041,,,20141130,975,NEW_HIRE,,,,,,,,1,,,,,,,,207,Student Financial Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20140114,,,,,,,,,E101131,LOC29,,,,,
,,BU_0009,,,8001008,,,44085,,,,,,8005052,8003001,,,,,,,,,2003,2041,,,20151021,970,OTH_JOB_CHG,,,,,,,,1,,,,,,,,207,Student Financial Analyst,,,,,,E100530,,,,,,,,,,,,,,,,867,,,1,,35,20141201,,,,,,,,,E101131,LOC30,,,,,
,,BU_0009,,,8001008,,,44086,,,,,,8005111,8003001,,,,,,,,,2003,2041,,,20130630,975,NEW_HIRE,,,,,,,,1,,,,,,,,207,Student Financial Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20121010,,,,,,,,,E100853,LOC29,,,,,
,,BU_0009,,,8001008,,,44085,,,,,,8005111,8003001,,,,,,,,,2003,2041,,,20141130,970,XFER,,,,,,,,1,,,,,,,,207,Student Financial Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20130701,,,,,,,,,E100853,LOC29,,,,,
,,BU_0009,,,8001008,,,44085,,,,,,8005111,8003001,,,,,,,,,2003,2041,,,20160630,970,OTH_JOB_CHG,,,,,,,,1,,,,,,,,207,Student Financial Analyst,,,,,,E100475,,,,,,,,,,,,,,,,867,,,1,,35,20141201,,,,,,,,,E100853,LOC30,,,,,
,,BU_0009,,,8001008,,,,,,,,,8005111,8003001,,,,,,,,,2003,2041,,,99991231,970,CC_CHG,,,,,,,,1,,,,,,,,207,Student Financial Analyst,,,,,,E101644,,,,,,,,,,,,,,,,867,,,1,,35,20170101,,,,,,,,,E100834,LOC30,,,,,
,,BU_0009,,,8001008,,,44085,,,,,,8005111,8003001,,,,,,,,,2003,2041,,,20141130,975,NEW_HIRE,,,,,,,,1,,,,,,,,207,Student Financial Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20141118,,,,,,,,,E101362,LOC29,,,,,
,,BU_0009,,,8001008,,,44085,,,,,,8005111,8003001,,,,,,,,,2003,2041,,,20161231,970,OTH_JOB_CHG,,,,,,,,1,,,,,,,,207,Student Financial Analyst,,,,,,E100329,,,,,,,,,,,,,,,,867,,,1,,35,20141201,,,,,,,,,E101362,LOC30,,,,,
,,BU_0009,,,8001008,,,44085,,,,,,8005111,8003001,,,,,,,,,2003,2041,,,20161231,970,XFER,,,,,,,,1,,,,,,,,207,Student Financial Analyst,,,,,,E101644,,,,,,,,,,,,,,,,867,,,1,,35,20160302,,,,,,,,,E100834,LOC30,,,,,
,,BU_0009,,,8001008,,,44085,,,,,,8005052,8003001,,,,,,,,,2008,2041,,,99991231,986,RES_CAR_MOVE,,,,,,,,1,,,,,,,,207,Student Financial Analyst,,,,,,E100530,,,,,,,,,,,,,,,,867,,,1,,35,20151022,,,,,,,,,E101131,LOC30,,,,,
,,BU_0007,,,8001008,,,30003,,,,,,8005079,8003001,,,,,,,,,2003,2041,,,20141130,981,PRO_SAL_INC,,,,,,,,1,,,,,,,,208,Application Support Team Leader,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20140401,,,,,,,,,E100645,LOC29,,,,,
,,BU_0007,,,8001008,,,30003,,,,,,8005079,8003001,,,,,,,,,2003,2041,,,20151102,970,OTH_JOB_CHG,,,,,,,,1,,,,,,,,208,Application Support Team Leader,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20141201,,,,,,,,,E100645,LOC29,,,,,
,,BU_0007,,,8001008,,,30003,,,,,,8005079,8003001,,,,,,,,,2003,2041,,,20161012,970,OTH_JOB_CHG,,,,,,,,1,,,,,,,,208,Application Support Team Leader,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20151103,,,,,,,,,E100645,LOC30,,,,,
,,BU_0009,,,8001008,,,44086,,,,,,8005111,8003001,,,,,,,,,2008,2041,,,20160705,986,TERM_MUT_AGREE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20130181,,,,,,,,,E100376,LOC29,,,,,
,,BU_0009,,,8001008,,,44085,,,,,,8005111,8003001,,,,,,,,,2003,2041,,,20101119,975,NEW_HIRE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20090527,,,,,,,,,E100329,LOC29,,,,,
,,BU_0009,,,8001008,,,44085,,,,,,8005111,8003001,,,,,,,,,2003,2041,,,20141130,970,JOB_TIT_UPD,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20101120,,,,,,,,,E100329,LOC29,,,,,
,,BU_0009,,,8001008,,,44085,,,,,,8005111,8003001,,,,,,,,,2003,2041,,,20150731,970,OTH_JOB_CHG,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20141201,,,,,,,,,E100329,LOC30,,,,,
,,BU_0001,,,8001008,,,44079,,,,,,8005006,8003004,,,,,,,,,2008,2041,,,99991231,986,RES_CAR_MOVE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,E100455,,,,,,,,,,,,,,,,867,,,1,,35,20130629,,,,,,,,,E100182,LOC30,,,,,
,,BU_0001,,,8001008,,,44079,,,,,,8005006,8003004,,,,,,,,,2008,2041,,,99991231,986,RES_CAR_MOVE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,E100455,,,,,,,,,,,,,,,,867,,,1,,35,20140225,,,,,,,,,E100274,LOC30,,,,,
,,BU_0009,,,8001008,,,99999,,,,,,8005004,8003001,,,,,,,,,2003,2041,,,20140217,975,NEW_HIRE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20110906,,,,,,,,,E100502,LOC30,,,,,
,,BU_0001,,,8001008,,,44079,,,,,,8005006,8003004,,,,,,,,,2003,2041,,,20101119,975,NEW_HIRE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20081022,,,,,,,,,E100274,LOC30,,,,,
,,BU_0001,,,8001008,,,44079,,,,,,8005006,8003004,,,,,,,,,2003,2041,,,20140224,970,JOB_TIT_UPD,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,E100455,,,,,,,,,,,,,,,,867,,,1,,35,20101120,,,,,,,,,E100274,LOC30,,,,,
,,BU_0009,,,8001008,,,44085,,,,,,8005111,8003001,,,,,,,,,2003,2041,,,20160712,970,OTH_JOB_CHG,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20160112,,,,,,,,,E100257,LOC30,,,,,
,,BU_0009,,,8001008,,,99999,,,,,,8005004,8003001,,,,,,,,,2008,2041,,,99991231,986,DIS_PERFORM,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,E100158,,,,,,,,,,,,,,,,867,,,1,,35,20140626,,,,,,,,,E101072,LOC30,,,,,
,,BU_0009,,,8001008,,,99999,,,,,,8005004,8003001,,,,,,,,,2008,2041,,,99991231,986,RES_UNS_ROLE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,E100660,,,,,,,,,,,,,,,,867,,,1,,35,20131208,,,,,,,,,E100797,LOC30,,,,,
,,BU_0009,,,8001008,,,99999,,,,,,8005004,8003001,,,,,,,,,2008,2041,,,99991231,986,RES_CAR_MOVE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,E100679,,,,,,,,,,,,,,,,867,,,1,,35,20140427,,,,,,,,,E100404,LOC30,,,,,
,,BU_0009,,,8001008,,,44086,,,,,,8005004,8003001,,,,,,,,,2008,2041,,,99991231,986,RES_CAR_MOVE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,E100679,,,,,,,,,,,,,,,,867,,,1,,35,20130181,,,,,,,,,E100357,LOC30,,,,,
,,BU_0009,,,8001008,,,44085,,,,,,8005111,8003001,,,,,,,,,2003,2041,,,20130831,975,NEW_HIRE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20120408,,,,,,,,,E100712,LOC29,,,,,
,,BU_0009,,,8001008,,,99999,,,,,,8005004,8003001,,,,,,,,,2008,2041,,,99991231,986,RES_CAR_MOVE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,E100725,,,,,,,,,,,,,,,,867,,,1,,35,20130114,,,,,,,,,E100844,LOC30,,,,,
,,BU_0009,,,8001008,,,44130,,,,,,8005003,8003001,,,,,,,,,2008,2041,,,99991231,986,RES_RET_EDU,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,E100259,,,,,,,,,,,,,,,,867,,,1,,35,20140511,,,,,,,,,E100936,LOC30,,,,,
,,BU_0001,,,8001008,,,44079,,,,,,8005006,8003004,,,,,,,,,2003,2041,,,20120331,975,NEW_HIRE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20080924,,,,,,,,,E100257,LOC30,,,,,
,,BU_0001,,,8001008,,,44079,,,,,,8005006,8003004,,,,,,,,,2003,2041,,,20160111,970,XFER,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20120401,,,,,,,,,E100257,LOC30,,,,,
,,BU_0009,,,8001008,,,44130,,,,,,8005052,8003001,,,,,,,,,2003,2041,,,20150930,975,NEW_HIRE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20130903,,,,,,,,,E100935,LOC30,,,,,
,,BU_0009,,,8001008,,,44400,,,,,,8005004,8003001,,,,,,,,,2003,2041,,,20160430,970,XFER,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20151001,,,,,,,,,E100935,LOC30,,,,,
,,BU_0009,,,8001008,,,44130,,,,,,8005003,8003001,,,,,,,,,2003,2041,,,20140510,975,NEW_HIRE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,E100259,,,,,,,,,,,,,,,,867,,,1,,35,20130903,,,,,,,,,E100936,LOC30,,,,,
,,BU_0009,,,8001008,,,99999,,,,,,8005111,8003001,,,,,,,,,2003,2041,,,20130804,975,NEW_HIRE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,E100329,,,,,,,,,,,,,,,,867,,,1,,35,20120307,,,,,,,,,E100675,LOC29,,,,,
,,BU_0009,,,8001008,,,44400,,,,,,8005004,8003001,,,,,,,,,2003,2041,,,20160201,975,NEW_HIRE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20120905,,,,,,,,,E100662,LOC30,,,,,
,,BU_0009,,,8001008,,,44130,,,,,,8005052,8003001,,,,,,,,,2003,2041,,,20150930,975,NEW_HIRE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20130903,,,,,,,,,E100916,LOC30,,,,,
,,BU_0009,,,8001008,,,44400,,,,,,8005004,8003001,,,,,,,,,2003,2041,,,20150112,975,NEW_HIRE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20130430,,,,,,,,,E100917,LOC30,,,,,
,,BU_0009,,,8001008,,,99999,,,,,,8005111,8003001,,,,,,,,,2008,2041,,,99991231,986,RES_CAR_MOVE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,E100329,,,,,,,,,,,,,,,,867,,,1,,35,20130805,,,,,,,,,E100675,LOC29,,,,,
,,BU_0009,,,8001008,,,44400,,,,,,8005004,8003001,,,,,,,,,2003,2041,,,20151231,975,NEW_HIRE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20140513,,,,,,,,,E101165,LOC30,,,,,
,,BU_0009,,,8001008,,,44130,,,,,,8005052,8003001,,,,,,,,,2003,2041,,,20160831,975,NEW_HIRE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20151020,,,,,,,,,E101684,LOC30,,,,,
,,BU_0001,,,8001008,,,44130,,,,,,8005052,8003004,,,,,,,,,2003,2041,,,20160831,975,NEW_HIRE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20140812,,,,,,,,,E101142,LOC30,,,,,
,,BU_0009,,,8001008,,,44130,,,,,,8005052,8003001,,,,,,,,,2003,2041,,,20150829,975,NEW_HIRE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,E100900,,,,,,,,,,,,,,,,867,,,1,,35,20140902,,,,,,,,,E101140,LOC30,,,,,
,,BU_0009,,,8001008,,,44130,,,,,,8005052,8003001,,,,,,,,,2003,2041,,,20160831,975,NEW_HIRE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20140902,,,,,,,,,E101141,LOC30,,,,,
,,BU_0009,,,8001008,,,44400,,,,,,8005004,8003001,,,,,,,,,2003,2041,,,20161130,975,NEW_HIRE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,E100179,,,,,,,,,,,,,,,,867,,,1,,35,20130227,,,,,,,,,E100900,LOC30,,,,,
,,BU_0009,,,8001008,,,99999,,,,,,8005004,8003001,,,,,,,,,2003,2041,,,20101119,975,NEW_HIRE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20100817,,,,,,,,,E100404,LOC30,,,,,
,,BU_0009,,,8001008,,,99999,,,,,,8005004,8003001,,,,,,,,,2003,2041,,,20120502,970,JOB_TIT_UPD,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20101120,,,,,,,,,E100404,LOC30,,,,,
,,BU_0009,,,8001008,,,99999,,,,,,8005004,8003001,,,,,,,,,2003,2041,,,20140426,972,CORRECT,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,E100679,,,,,,,,,,,,,,,,867,,,1,,35,20120503,,,,,,,,,E100404,LOC30,,,,,
,,BU_0009,,,8001008,,,99999,,,,,,8005004,8003001,,,,,,,,,2003,2041,,,20140625,975,NEW_HIRE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,E100158,,,,,,,,,,,,,,,,867,,,1,,35,20131217,,,,,,,,,E101072,LOC30,,,,,
,,BU_0009,,,8001008,,,44086,,,,,,8005111,8003001,,,,,,,,,2003,2041,,,20110211,975,NEW_HIRE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20091117,,,,,,,,,E100376,LOC29,,,,,
,,BU_0009,,,8001008,,,44086,,,,,,8005111,8003001,,,,,,,,,2003,2041,,,20130141,970,CC_CHG,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20110212,,,,,,,,,E100376,LOC29,,,,,
,,BU_0009,,,8001008,,,44086,,,,,,8005111,8003001,,,,,,,,,2008,2041,,,99991231,972,CORRECT,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,E100446,,,,,,,,,,,,,,,,867,,,1,,35,20160706,,,,,,,,,E100376,LOC29,,,,,
,,BU_0009,,,8001008,,,99999,,,,,,8005004,8003001,,,,,,,,,2003,2041,,,20130113,975,NEW_HIRE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,E100725,,,,,,,,,,,,,,,,867,,,1,,35,20121121,,,,,,,,,E100844,LOC30,,,,,
,,BU_0009,,,8001008,,,99999,,,,,,8005004,8003001,,,,,,,,,2003,2041,,,20131207,975,NEW_HIRE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,E100660,,,,,,,,,,,,,,,,867,,,1,,35,20120822,,,,,,,,,E100797,LOC30,,,,,
,,BU_0001,,,8001006,,,44079,,,,,,8005006,8003004,,,,,,,,,2003,2038,,,99991231,975,NEW_HIRE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,E100570,,,,,,,,,,,,,,,,868,,,1,,35,20150701,,,,,,,,,E101608,LOC39,,,,,
,,BU_0009,,,8001008,,,44086,,,,,,8005004,8003001,,,,,,,,,2003,2041,,,20101119,975,NEW_HIRE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20090804,,,,,,,,,E100357,LOC30,,,,,
,,BU_0009,,,8001008,,,44086,,,,,,8005004,8003001,,,,,,,,,2003,2041,,,20120502,970,JOB_TIT_UPD,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20101120,,,,,,,,,E100357,LOC30,,,,,
,,BU_0009,,,8001008,,,44086,,,,,,8005004,8003001,,,,,,,,,2003,2041,,,20130141,972,CORRECT,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,E100679,,,,,,,,,,,,,,,,867,,,1,,35,20120503,,,,,,,,,E100357,LOC30,,,,,
,,BU_0004,,,8001008,,,44414,,,,,,8005005,8003002,,,,,,,,,2003,2041,,,20101119,975,NEW_HIRE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20090908,,,,,,,,,E100352,LOC30,,,,,
,,BU_0004,,,8001008,,,44414,,,,,,8005005,8003002,,,,,,,,,2003,2041,,,20150831,970,JOB_TIT_UPD,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20101120,,,,,,,,,E100352,LOC30,,,,,
,,BU_0001,,,8001008,,,44079,,,,,,8005006,8003004,,,,,,,,,2003,2041,,,20090930,975,NEW_HIRE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20070925,,,,,,,,,E100182,LOC30,,,,,
,,BU_0001,,,8001008,,,44079,,,,,,8005006,8003004,,,,,,,,,2003,2041,,,20100929,981,PRO_SAL_INC,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20091001,,,,,,,,,E100182,LOC30,,,,,
,,BU_0001,,,8001008,,,44079,,,,,,8005006,8003004,,,,,,,,,2003,2041,,,20130628,972,CORRECT,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,E100455,,,,,,,,,,,,,,,,867,,,1,,35,20100930,,,,,,,,,E100182,LOC30,,,,,
,,BU_0009,,,8001008,,,99999,,,,,,8005004,8003001,,,,,,,,,2003,2041,,,20130331,981,PRO_SAL_INC,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20101001,,,,,,,,,E100179,LOC30,,,,,
,,BU_0009,,,8001008,,,99999,,,,,,8005004,8003001,,,,,,,,,2003,2041,,,20100930,975,NEW_HIRE,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20080924,,,,,,,,,E100179,LOC30,,,,,
,,BU_0009,,,8001008,,,44130,,,,,,8005052,8003001,,,,,,,,,2008,2041,,,99991231,986,DIS_PERFORM,,,,,,,,1,,,,,,,,209,Student Analyst,,,,,,E100900,,,,,,,,,,,,,,,,867,,,1,,35,20150830,,,,,,,,,E101140,LOC30,,,,,
,,BU_0001,,,8001007,,,44068,,,,,,8005033,8003004,,,,,,,,,2008,2041,,,20150930,986,TERM_DATA_MIG,,,,,,,,1,,,,,,,,210,Junior Technical Accountant,,,,,,E100315,,,,,,,,,,,,,,,,867,,,1,,42,20150930,,,,,,,,,E100734,LOC35,,,,,
,,BU_0001,,,8001007,,,44068,,,,,,8005033,8003004,,,,,,,,,2003,2041,,,99991231,982,REHIRE,,,,,,,,1,,,,,,,,210,Junior Technical Accountant,,,,,,E100315,,,,,,,,,,,,,,,,867,,,1,,42,20151001,,,,,,,,,E100734,LOC35,,,,,
,,BU_0001,,,8001008,,,44079,,,,,,8005006,8003004,,,,,,,,,2003,2041,,,20150331,970,XFER,,,,,,,,1,,,,,,,,211,Student Pricing Officer,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20140218,,,,,,,,,E100502,LOC30,,,,,
,,BU_0004,,,8001008,,,44414,,,,,,8005005,8003002,,,,,,,,,2008,2041,,,99991231,986,RES_CAR_MOVE,,,,,,,,1,,,,,,,,211,Student Pricing Officer,,,,,,E100342,,,,,,,,,,,,,,,,867,,,1,,35,20151025,,,,,,,,,E100835,LOC30,,,,,
,,BU_0004,,,8001008,,,44414,,,,,,8005005,8003002,,,,,,,,,2003,2041,,,20170330,970,OTH_JOB_CHG,,,,,,,,1,,,,,,,,211,Student Pricing Officer,,,,,,E100087,,,,,,,,,,,,,,,,867,,,1,,35,20160202,,,,,,,,,E100917,LOC30,,,,,
,,BU_0004,,,8001008,,,44414,,,,,,8005005,8003002,,,,,,,,,2003,2041,,,20160201,970,XFER,,,,,,,,1,,,,,,,,211,Student Pricing Officer,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20150113,,,,,,,,,E100917,LOC30,,,,,
,,BU_0004,,,8001008,,,44414,,,,,,8005005,8003002,,,,,,,,,2003,2041,,,99991231,977,MAT_LVE,,,,,,,,1,,,,,,,,211,Student Pricing Officer,,,,,,E100087,,,,,,,,,,,,,,,,867,,,1,,35,20170331,,,,,,,,,E100917,LOC30,,,,,
,,BU_0009,,,8001008,,,44450,,,,,,8005003,8003001,,,,,,,,,2003,2041,,,20160228,975,NEW_HIRE,,,,,,,,1,,,,,,,,211,Student Pricing Officer,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20141014,,,,,,,,,E101383,LOC30,,,,,
,,BU_0004,,,8001008,,,44414,,,,,,8005005,8003002,,,,,,,,,2003,2041,,,20170331,970,XFER,,,,,,,,1,,,,,,,,211,Student Pricing Officer,,,,,,E100765,,,,,,,,,,,,,,,,867,,,1,,35,20160301,,,,,,,,,E101383,LOC30,,,,,
,,BU_0004,,,8001008,,,44414,,,,,,8005005,8003002,,,,,,,,,2003,2041,,,20160301,981,PRO_SAL_INC,,,,,,,,1,,,,,,,,211,Student Pricing Officer,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20141001,,,,,,,,,E100834,LOC30,,,,,
,,BU_0004,,,8001008,,,44414,,,,,,8005005,8003002,,,,,,,,,2003,2041,,,20151024,981,PRO_SAL_INC,,,,,,,,1,,,,,,,,211,Student Pricing Officer,,,,,,E100342,,,,,,,,,,,,,,,,867,,,1,,35,20141001,,,,,,,,,E100835,LOC30,,,,,
,,BU_0006,,,8001008,,,44120,,,,,,8005059,8003001,,,,,,,,,2008,2041,,,99991231,986,RES_CAR_MOVE,,,,,,,,0.8,,,,,,,,212,Executive Director,,,,,,E100497,,,,,,,,,,,,,,,,867,,,1,,28,20150801,,,,,,,,,E101032,LOC30,,,,,
,,BU_0006,,,8001008,,,44120,,,,,,8005059,8003001,,,,,,,,,2003,2041,,,20140430,975,NEW_HIRE,,,,,,,,0.8,,,,,,,,212,Executive Director,,,,,,,,,,,,,,,,,,,,,,867,,,1,,28,20130823,,,,,,,,,E101032,LOC30,,,,,
,,BU_0006,,,8001008,,,44120,,,,,,8005059,8003001,,,,,,,,,2003,2041,,,20150731,970,XFER,,,,,,,,0.8,,,,,,,,212,Executive Director,,,,,,E100497,,,,,,,,,,,,,,,,867,,,1,,28,20140501,,,,,,,,,E101032,LOC30,,,,,
,,BU_0009,,,8001008,,,44400,,,,,,8005004,8003001,,,,,,,,,2003,2041,,,20161130,975,NEW_HIRE,,,,,,,,1,,,,,,,,214,Student Pricing Officer,,,,,,E100900,,,,,,,,,,,,,,,,867,,,1,,35,20160817,,,,,,,,,E101930,LOC30,,,,,
,,BU_0009,,,8001008,,,44400,,,,,,8005004,8003001,,,,,,,,,2008,2041,,,99991231,986,RES_CAR_MOVE,,,,,,,,1,,,,,,,,214,Student Pricing Officer,,,,,,E101418,,,,,,,,,,,,,,,,867,,,1,,35,20160312,,,,,,,,,E101305,LOC30,,,,,
,,BU_0009,,,8001008,,,44400,,,,,,8005004,8003001,,,,,,,,,2008,2041,,,99991231,986,RES_RET_EDU,,,,,,,,1,,,,,,,,214,Student Pricing Officer,,,,,,E100725,,,,,,,,,,,,,,,,867,,,1,,35,20150913,,,,,,,,,E101429,LOC30,,,,,
,,BU_0009,,,8001008,,,44400,,,,,,8005004,8003001,,,,,,,,,2003,2041,,,20150912,975,NEW_HIRE,,,,,,,,1,,,,,,,,214,Student Pricing Officer,,,,,,E100725,,,,,,,,,,,,,,,,867,,,1,,35,20150129,,,,,,,,,E101429,LOC30,,,,,
,,BU_0009,,,8001008,,,44400,,,,,,8005004,8003001,,,,,,,,,2003,2041,,,20150202,975,NEW_HIRE,,,,,,,,1,,,,,,,,214,Student Pricing Officer,,,,,,,,,,,,,,,,,,,,,,867,,,1,,35,20140722,,,,,,,,,E101305,LOC30,,,,,
,,BU_0009,,,8001008,,,44400,,,,,,8005004,8003001,,,,,,,,,2003,2041,,,20160311,972,CORRECT,,,,,,,,1,,,,,,,,214,Student Pricing Officer,,,,,,E101418,,,,,,,,,,,,,,,,867,,,1,,35,20150203,,,,,,,,,E101305,LOC30,,,,,
,,BU_0009,,,8001008,,,44400,,,,,,8005004,8003001,,,,,,,,,2003,2041,,,20161130,975,NEW_HIRE,,,,,,,,1,,,,,,,,217,Student Pricing Officer,,,,,,E100737,,,,,,,,,,,,,,,,867,,,1,,35,20160420,,,,,,,,,E101817,LOC30,,,,,
